total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
3370,3168.91,14.8926,0.465631,2592.56,26.9629
3371,3170.36,14.8595,0.439292,2595.5,25.446
3372,3171.71,14.8332,0.413251,2598.06,23.927
3373,3173,14.8117,0.386581,2600.34,22.4054
3374,3174.22,14.7954,0.361492,2602.31,20.9643
3375,3175.38,14.7842,0.338607,2603.99,19.6596
3376,3176.5,14.7752,0.316406,2605.55,18.4255
3377,3177.57,14.7699,0.29432,2606.89,17.0734
3378,3178.6,14.7679,0.275688,2608.03,15.9687
3379,3179.59,14.7686,0.2597,2609.02,15.2151
3380,3180.55,14.7711,0.244788,2609.9,14.4914
3381,3181.5,14.7751,0.232282,2610.71,13.7295
3382,3182.43,14.7798,0.221626,2611.47,13.1719
3383,3183.36,14.7855,0.211227,2612.18,12.2678
3384,3184.25,14.7937,0.202937,2612.73,11.8954
3385,3185.14,14.8016,0.194687,2613.31,11.6404
3386,3186.03,14.8101,0.188272,2613.85,11.0227
3387,3186.91,14.8184,0.181672,2614.4,11.1131
3388,3187.76,14.8298,0.176604,2614.78,10.198
3389,3188.63,14.8392,0.172628,2615.27,10.1735
3390,3189.48,14.8508,0.168241,2615.63,9.56556
3391,3190.33,14.862,0.16313,2616.02,9.24662
3392,3191.19,14.872,0.158865,2616.48,8.68907
3393,3192.02,14.8843,0.156201,2616.79,9.19239
3394,3192.86,14.8964,0.152043,2617.13,8.83176
3395,3193.7,14.9083,0.148746,2617.47,8.86002
3396,3194.53,14.9212,0.146054,2617.76,8.83176
3397,3195.35,14.9342,0.143259,2618.05,8.57321
3398,3196.18,14.9471,0.139426,2618.34,8.45577
