total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1313,1110.62,14.9882,0.49307,408.471,11.6149
1314,1111.93,14.9651,0.561278,410.118,13.2252
1315,1113.54,14.9198,0.636191,412.291,14.9906
1316,1115.31,14.8631,0.699644,414.713,16.4825
1317,1117.44,14.7797,0.758778,417.769,17.8641
1318,1119.87,14.6738,0.802276,421.344,18.8816
1319,1122.42,14.5587,0.820285,425.125,19.3007
1320,1125.02,14.44,0.812631,428.979,19.1127
1321,1127.43,14.336,0.781865,432.482,18.3941
1322,1129.83,14.232,0.727014,435.979,17.1191
1323,1131.8,14.1603,0.670625,438.714,15.8193
1324,1133.46,14.1112,0.609588,440.917,14.4249
1325,1135.04,14.0682,0.546722,442.973,12.9832
1326,1136.29,14.0498,0.499466,444.458,11.9262
1327,1137.47,14.0364,0.456831,445.829,10.9758
1328,1138.51,14.0339,0.424309,446.938,10.2546
1329,1139.49,14.0353,0.402173,447.964,9.77561
1330,1140.38,14.043,0.386028,448.838,9.43067
1331,1141.27,14.0512,0.374878,449.704,9.18474
1332,1142.16,14.0592,0.371197,450.584,9.11901
1333,1143.02,14.0702,0.367437,451.386,9.03898
1334,1143.85,14.0822,0.363638,452.162,8.94515
1335,1144.71,14.0929,0.362609,452.976,8.91277
1336,1145.53,14.106,0.358844,453.726,8.81405
1337,1146.39,14.1168,0.356155,454.529,8.74107
1338,1147.15,14.1341,0.352148,455.177,8.62772
1339,1147.99,14.1463,0.347612,455.946,8.48896
1340,1148.78,14.162,0.340494,456.631,8.32354
1341,1149.58,14.1768,0.333178,457.334,8.125
1342,1150.32,14.1957,0.32654,457.94,7.94807
1343,1151.07,14.2141,0.317273,458.554,7.71261
1344,1151.85,14.2309,0.306336,459.207,7.43093
1345,1152.54,14.2532,0.297081,459.725,7.19158
1346,1153.2,14.2789,0.287687,460.166,6.96195
1347,1153.89,14.3017,0.277371,460.674,6.69888
1348,1154.55,14.3269,0.267143,461.123,6.44932
1349,1155.16,14.3557,0.2597,461.486,6.26124
1350,1155.81,14.382,0.249358,461.911,6.01041
1351,1156.42,14.4107,0.241019,462.276,5.78657
1352,1157,14.4416,0.234277,462.591,5.63749
1353,1157.59,14.4723,0.228307,462.915,5.49858
1354,1158.16,14.5036,0.222793,463.219,5.36627
1355,1158.72,14.5365,0.220245,463.491,5.29003
1356,1159.28,14.5691,0.21875,463.772,5.27079
