total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
4558,4335.78,16.4579,0.0165728,3736.94,0
4559,4336.57,16.4734,0.0191366,3736.94,0
4560,4337.36,16.4884,0.0174693,3736.97,1.73205
4561,4338.15,16.5039,0.0183219,3736.96,1
4562,4338.95,16.5193,0.0174693,3736.97,1.41421
4563,4339.74,16.5348,0.019918,3736.97,1
4564,4340.53,16.5501,0.015625,3736.99,0
4565,4341.32,16.5655,0.0174693,3737,1
4566,4342.11,16.5809,0.0165728,3737,1
4567,4342.9,16.5968,0.0174693,3736.99,2
4568,4343.69,16.6121,0.0174693,3737.01,1
4569,4344.48,16.6278,0.019918,3737.01,1
4570,4345.27,16.6432,0.0174693,3737.02,1.41421
4571,4346.06,16.6591,0.0165728,3737.01,1
4572,4346.85,16.6749,0.0165728,3737.01,1.41421
4573,4347.64,16.6904,0.0174693,3737.01,1.41421
4574,4348.42,16.7061,0.0174693,3737.02,0
4575,4349.22,16.7212,0.0165728,3737.05,nan
4576,4350,16.7376,0.0165728,3737.03,nan
4577,4350.79,16.7532,0.0165728,3737.03,0
4578,4351.58,16.7688,0.0183219,3737.04,1
4579,4352.37,16.7843,0.0183219,3737.06,nan
4580,4353.16,16.8001,0.0183219,3737.06,0
4581,4353.94,16.8161,0.0183219,3737.05,1.73205
4582,4354.73,16.8317,0.0165728,3737.07,1.41421
4583,4355.51,16.8477,0.0174693,3737.07,0
4584,4356.3,16.8633,0.0183219,3737.08,1.41421
4585,4357.09,16.8792,0.0165728,3737.09,0
4586,4357.87,16.8951,0.0183219,3737.09,1
4587,4358.66,16.9112,0.0183219,3737.09,1
4588,4359.44,16.927,0.0183219,3737.09,1.73205
4589,4360.23,16.9429,0.015625,3737.11,1
4590,4361.01,16.9589,0.0165728,3737.1,0
4591,4361.79,16.9752,0.015625,3737.09,1.41421
4592,4362.58,16.9909,0.015625,3737.11,1
4593,4363.37,17.0068,0.0165728,3737.13,0
4594,4364.14,17.0232,0.0174693,3737.11,1.41421
4595,4364.93,17.0389,0.0183219,3737.13,1.73205
4596,4365.71,17.0551,0.0191366,3737.13,1.41421
4597,4366.5,17.0709,0.0146158,3737.14,1
4598,4367.28,17.0872,0.0165728,3737.14,1
4599,4368.06,17.1033,0.0165728,3737.15,1.73205
4600,4368.84,17.1195,0.0174693,3737.15,1
4601,4369.63,17.1356,0.0174693,3737.16,1
4602,4370.41,17.1518,0.0174693,3737.16,0
4603,4371.19,17.1679,0.0174693,3737.17,1
4604,4371.97,17.1845,0.0165728,3737.16,1.41421
4605,4372.75,17.2006,0.0174693,3737.17,1
4606,4373.52,17.2171,0.0146158,3737.16,1
4607,4374.31,17.2332,0.0174693,3737.18,1.41421
4608,4375.09,17.2491,0.015625,3737.2,1
4609,4375.87,17.2656,0.0174693,3737.2,1.73205
4610,4376.65,17.2821,0.015625,3737.19,1
4611,4377.43,17.2985,0.015625,3737.19,1
4612,4378.2,17.315,0.0174693,3737.19,1
4613,4378.98,17.3313,0.0146158,3737.21,1.41421
4614,4379.76,17.3477,0.0183219,3737.21,1
4615,4380.54,17.3642,0.0174693,3737.2,0
4616,4381.32,17.3804,0.0165728,3737.23,1
4617,4382.09,17.3971,0.0146158,3737.22,1
4618,4382.87,17.4136,0.0146158,3737.23,1.41421
