total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1905,1694.54,15.5868,0.516394,1016.23,16.0332
1906,1695.92,15.5586,0.507527,1018.15,15.7738
1907,1697.29,15.5313,0.495709,1020.04,15.4475
1908,1698.66,15.504,0.48513,1021.94,15.1987
1909,1699.94,15.4827,0.479483,1023.66,15.0769
1910,1701.23,15.4616,0.47343,1025.37,14.9792
1911,1702.52,15.4402,0.467364,1027.09,14.8577
1912,1703.78,15.4207,0.467577,1028.77,14.9039
1913,1705.07,15.3991,0.470715,1030.51,15.0707
1914,1706.36,15.3775,0.476418,1032.26,15.3134
1915,1707.68,15.3544,0.479451,1034.06,15.4313
1916,1708.97,15.3327,0.482687,1035.81,15.5362
1917,1710.31,15.3077,0.484422,1037.67,15.6125
1918,1711.6,15.2863,0.48417,1039.42,15.6285
1919,1712.95,15.2602,0.481151,1041.32,15.5282
1920,1714.23,15.2393,0.474123,1043.04,15.3093
1921,1715.55,15.2156,0.46422,1044.85,14.9666
1922,1716.74,15.2013,0.452721,1046.35,14.5988
1923,1718.03,15.1798,0.436924,1048.09,14.12
1924,1719.17,15.1699,0.423319,1049.45,13.6611
1925,1720.3,15.16,0.407225,1050.81,13.1672
1926,1721.4,15.153,0.39041,1052.08,12.6442
1927,1722.45,15.1491,0.376117,1053.24,12.1552
1928,1723.45,15.1491,0.364937,1054.29,11.8691
1929,1724.45,15.1489,0.354136,1055.34,11.5326
1930,1725.4,15.1525,0.344171,1056.27,11.2027
1931,1726.34,15.157,0.33407,1057.17,10.9144
1932,1727.26,15.1629,0.328055,1058.03,10.7296
1933,1728.18,15.1693,0.325112,1058.87,10.6712
1934,1729.08,15.176,0.320717,1059.7,10.5119
1935,1730,15.1821,0.317778,1060.55,10.4702
1936,1730.91,15.1891,0.31684,1061.37,10.3742
1937,1731.81,15.1963,0.314374,1062.19,10.3199
1938,1732.68,15.2061,0.311669,1062.92,10.2591
1939,1733.57,15.2142,0.309778,1063.71,10.1366
1940,1734.41,15.2261,0.306833,1064.37,10.0561
1941,1735.34,15.2314,0.30293,1065.25,9.88686
1942,1736.15,15.245,0.299383,1065.85,9.79158
1943,1737.05,15.2528,0.293723,1066.64,9.60469
1944,1737.87,15.2659,0.289774,1067.26,9.40744
1945,1738.69,15.2794,0.284487,1067.87,9.26688
1946,1739.55,15.2897,0.278003,1068.58,9.02081
1947,1740.35,15.3046,0.270605,1069.14,8.73212
1948,1741.17,15.3182,0.264647,1069.75,8.55862
1949,1741.94,15.3349,0.258964,1070.25,8.35913
1950,1742.74,15.3499,0.251218,1070.8,8.10864
1951,1743.48,15.3689,0.249267,1071.24,8.09321
1952,1744.24,15.3868,0.246001,1071.71,7.95299
1953,1745,15.4048,0.241335,1072.17,7.83422
1954,1745.76,15.4222,0.238601,1072.65,7.70552
1955,1746.5,15.4418,0.238377,1073.07,7.71362
1956,1747.25,15.4599,0.239017,1073.54,7.77817
1957,1748.01,15.478,0.239336,1074,7.78621
1958,1748.74,15.4976,0.243319,1074.41,7.83422
1959,1749.51,15.5147,0.249756,1074.92,8.13173
1960,1750.29,15.5313,0.257812,1075.44,8.35913
1961,1751.07,15.5477,0.266743,1075.97,8.73212
1962,1751.89,15.5606,0.280244,1076.61,9.17878
1963,1752.68,15.5761,0.291533,1077.17,9.59166
1964,1753.56,15.585,0.308693,1077.95,10.0685
1965,1754.45,15.5931,0.32647,1078.75,10.7819
1966,1755.36,15.6003,0.344415,1079.59,11.3192
1967,1756.36,15.5997,0.365918,1080.68,12.0364
1968,1757.36,15.6003,0.386265,1081.73,12.6837
1969,1758.49,15.5905,0.409244,1083.12,13.4536
1970,1759.57,15.5847,0.429652,1084.38,14.1067
1971,1760.78,15.569,0.451066,1085.97,14.8198
1972,1762.04,15.5498,0.469726,1087.66,15.4596
1973,1763.36,15.5257,0.486575,1089.52,16.0039
1974,1764.72,15.4992,0.499267,1091.45,16.4165
1975,1766.14,15.468,0.508203,1093.53,16.7183
1976,1767.53,15.4395,0.513861,1095.53,16.9115
1977,1768.95,15.4079,0.515136,1097.62,16.9595
1978,1770.4,15.3749,0.512255,1099.75,16.8745
1979,1771.84,15.3425,0.505675,1101.87,16.6808
1980,1773.23,15.3132,0.495524,1103.88,16.3401
1981,1774.62,15.2846,0.485681,1105.87,16.0702
1982,1775.93,15.2614,0.47364,1107.69,15.7003
1983,1777.22,15.2401,0.460175,1109.43,15.3011
1984,1778.48,15.2205,0.450067,1111.14,15.0083
1985,1779.68,15.2059,0.440818,1112.67,14.8198
1986,1780.91,15.1893,0.434086,1114.28,14.6159
1987,1782.1,15.1748,0.430557,1115.82,14.5387
1988,1783.29,15.1607,0.430769,1117.36,14.6629
1989,1784.49,15.1457,0.435735,1118.93,14.8829
1990,1785.69,15.1311,0.440472,1120.49,15.0914
1991,1786.93,15.1133,0.448216,1122.17,15.3907
1992,1788.16,15.0965,0.457749,1123.82,15.748
1993,1789.45,15.0747,0.469173,1125.64,16.1864
1994,1790.77,15.0509,0.478559,1127.52,16.5718
1995,1792.14,15.0241,0.488203,1129.52,16.9226
1996,1793.53,14.9947,0.495678,1131.6,17.2047
1997,1794.94,14.9646,0.498778,1133.71,17.2988
1998,1796.28,14.9395,0.496739,1135.63,17.2446
1999,1797.68,14.9094,0.491893,1137.74,17.099
2000,1799.05,14.8824,0.482054,1139.72,16.6996
2001,1800.42,14.8552,0.468831,1141.72,16.2481
2002,1801.66,14.8368,0.453377,1143.4,15.6963
2003,1802.95,14.8158,0.432784,1145.17,14.9958
2004,1804.09,14.8053,0.412955,1146.58,14.2653
2005,1805.16,14.7998,0.392457,1147.81,13.5923
2006,1806.31,14.789,0.367312,1149.22,12.7083
2007,1807.31,14.7892,0.345808,1150.24,11.9635
2008,1808.28,14.7915,0.324219,1151.2,11.2305
2009,1809.18,14.7987,0.305438,1151.99,10.5771
2010,1810.07,14.8066,0.287262,1152.75,10.0062
2011,1810.92,14.8176,0.272403,1153.41,9.46044
2012,1811.75,14.8307,0.259435,1154,9.03466
2013,1812.54,14.8458,0.250579,1154.52,8.77496
