total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
5037,4834.53,14.9952,0.0726605,4350.61,6.16441
5038,4835.38,15.0059,0.0741159,4350.73,6.48074
5039,4836.24,15.0164,0.0742188,4350.87,7.07107
5040,4837.09,15.0273,0.0727654,4350.97,5.83095
5041,4837.94,15.0383,0.0728702,4351.07,6.16441
5042,4838.8,15.049,0.0731836,4351.2,6.32456
5043,4839.65,15.06,0.0729748,4351.3,5.47723
5044,4840.5,15.0709,0.0727654,4351.41,6.9282
5045,4841.36,15.0818,0.0734957,4351.52,6.9282
5046,4842.21,15.0925,0.0743215,4351.65,6
5047,4843.07,15.1034,0.073703,4351.76,6.9282
5048,4843.92,15.1145,0.073703,4351.85,6.63325
5049,4844.77,15.125,0.074833,4352,6
5050,4845.62,15.1362,0.0749349,4352.09,7.34847
5051,4846.47,15.1471,0.0739097,4352.2,6.63325
5052,4847.33,15.1578,0.0742188,4352.34,6.32456
5053,4848.18,15.1688,0.0744241,4352.45,4.69042
5054,4849.04,15.1796,0.0746288,4352.58,6.78233
5055,4849.89,15.1903,0.075341,4352.71,6
5056,4850.75,15.201,0.0766462,4352.85,8
5057,4851.59,15.2124,0.075745,4352.92,6.32456
5058,4852.45,15.2233,0.0766462,4353.05,4.69042
5059,4853.3,15.234,0.0766462,4353.18,9.16515
5060,4854.15,15.2451,0.0779294,4353.29,6.63325
5061,4855.01,15.2558,0.0776352,4353.44,6.32456
5062,4855.86,15.2669,0.078125,4353.54,8.24621
5063,4856.71,15.2779,0.0795764,4353.67,5.65685
5064,4857.57,15.2884,0.0783201,4353.83,4.24264
5065,4858.41,15.3,0.0807187,4353.9,5.2915
5066,4859.27,15.3103,0.0805294,4354.07,7.2111
5067,4860.13,15.3205,0.0812838,4354.26,7.07107
5068,4860.98,15.3321,0.0825874,4354.33,6.32456
5069,4861.84,15.3424,0.0831398,4354.51,6.32456
5070,4862.68,15.3538,0.0843243,4354.6,9.05539
5071,4863.54,15.3645,0.0858487,4354.76,7.48331
5072,4864.4,15.3748,0.0861149,4354.95,7.61577
5073,4865.25,15.3857,0.0873464,4355.08,6
5074,4866.11,15.3964,0.0860262,4355.23,8.24621
5075,4866.97,15.4069,0.0888189,4355.4,9.27362
5076,4867.82,15.4176,0.0900981,4355.56,6.16441
5077,4868.67,15.4288,0.0912759,4355.67,8.3666
5078,4869.54,15.4384,0.0952036,4355.92,7.48331
5079,4870.39,15.4496,0.0973433,4356.04,7.74597
5080,4871.26,15.4589,0.0964773,4356.31,9.59166
5081,4872.12,15.4697,0.100125,4356.47,8.24621
5082,4872.99,15.4792,0.105252,4356.74,7.2111
5083,4873.85,15.4897,0.109514,4356.91,9.16515
5084,4874.73,15.4984,0.115019,4357.25,9.48683
5085,4875.6,15.5084,0.12216,4357.47,11.1355
5086,4876.48,15.5171,0.129673,4357.81,11.1355
5087,4877.37,15.5252,0.138107,4358.21,10.4881
5088,4878.26,15.5337,0.14987,4358.56,13.3417
5089,4879.18,15.5396,0.161059,4359.13,15.1658
5090,4880.09,15.5459,0.177337,4359.69,15.6205
5091,4881.04,15.5498,0.191566,4360.45,16.1864
5092,4882,15.5528,0.211263,4361.29,18.3848
5093,4883,15.553,0.233233,4362.38,19.8997
5094,4884.01,15.552,0.253996,4363.57,22.0454
5095,4885.07,15.5472,0.282063,4365.09,24.1661
5096,4886.19,15.5385,0.308693,4366.94,26.7582
5097,4887.37,15.5252,0.338764,4369.2,29.3939
5098,4888.63,15.5063,0.369838,4371.94,31.9687
5099,4889.98,15.4803,0.403839,4375.29,35.0999
5100,4891.35,15.4524,0.432148,4378.8,37.3363
5101,4892.88,15.4136,0.461483,4383.27,39.9249
5102,4894.37,15.3773,0.483303,4387.5,41.9285
5103,4896.01,15.3298,0.503467,4392.69,43.6119
5104,4897.73,15.2762,0.516497,4398.4,44.8999
5105,4899.39,15.2278,0.521671,4403.66,45.0777
5106,4901.14,15.1717,0.520206,4409.57,45.0555
5107,4902.82,15.1218,0.511614,4414.93,44.317
5108,4904.57,15.0663,0.494769,4420.77,42.8719
5109,4906.12,15.0253,0.474316,4425.35,41.0853
